symbol,companyName,open,close,high,low,latestPrice,latestVolume,previousClose,change,changePercent,avgTotalVolume,marketCap,week52High,week52Low,ytdChange,primaryExchange,previousVolume,volume,peRatio,sector
YGTY,SSLJ.com Ltd.,0.741,0.67,1.16,0.65,0.67,652861,0.6999,-0.0299,-0.04272,147792,6602668,15,0.46,-0.596053,NASDAQ,2250941,0,,Commercial Services
OTIV,On Track Innovations Ltd.,0.17,0.17,0.21,0.12,0.1601,522246,0.17,-0.0099,-0.05824,81415,6615972,0.91,0.1601,-0.78624,NASDAQ,523568,522246,-2.88,Electronic Technology
CARV,"Carver Bancorp, Inc.",1.98,1.8,1.9,1.71,1.8,1319,1.81,-0.01,-0.00552,12246,6660000,3.75,1.25,-0.23952,NASDAQ,5089,0,-1.29,Finance
JAN,"JanOne, Inc.",3.2,3.35,3.39,3.16,3.35,19230,3.1,0.25,0.08065,11737,6679900,9.24,2,0.24385,NASDAQ,65117,0,-0.5,Industrial Services
SINO,Sino-Global Shipping America Ltd.,0.377,0.37,0.377,0.352,0.37,109783,0.377,-0.007,-0.01857,191990,6748430,0.81,0.2802,-0.23967,NASDAQ,135097,0,-1.01,Transportation
JMU,JMU Ltd.,0.89,0.832,0.87,0.8207,0.832,19879,0.85,-0.018,-0.02118,40440,6823364,3.73,0.6603,-0.021901,NASDAQ,47213,19879,-0.06,Commercial Services
CLWT,Euro Tech Holdings Co. Ltd.,2.24,2.28,2.39,2.21,2.28,28717,2.37,-0.09,-0.03797,27642,7052040,3.64,1.73,-0.02467,NASDAQ,73837,0,-6.59,Electronic Technology
PSTV,"Plus Therapeutics, Inc.",1.76,1.73,1.76,1.69,1.73,54539,1.71,0.02,0.0117,107021,7112653,22.89,0.931,-0.2675,NASDAQ,84734,0,-0.27,Health Technology
BIOC,"Biocept, Inc.",0.3079,0.31,0.314,0.3,0.31,2038457,0.3023,0.0077,0.02547,4481971,7135642,2.11,0.2275,0.05167,NASDAQ,2196587,0,-0.12,Commercial Services
SAEX,"SAExploration Holdings, Inc.",1.69,1.61,1.7,1.58,1.61,160313,1.69,-0.08,-0.04734,1324715,7141960,4.47,0.95,-0.49594,NASDAQ,126084,0,-0.47,Industrial Services
NVIV,Invivo Therapeutics Holdings Corp.,1.48,1.48,1.52,1.41,1.48,275499,1.5,-0.02,-0.01333,790446,7174108,41.1,1.09,-0.79403,NASDAQ,409484,0,-0.05,Health Technology
RELV,"Reliv' International, Inc.",4.25,4.12,4.275,3.97,4.12,32328,4.34,-0.22,-0.05069,20240,7195374,7.75,2.6,0.00841,NASDAQ,62221,0,-17.74,Consumer Non-Durables
STAF,"Staffing 360 Solutions, Inc.",0.699,0.78,0.83,0.69,0.78,381155,0.72,0.06,0.08333,136258,7259897,1.83,0.28,0.03453,NASDAQ,424946,0,-0.9,Commercial Services
HHHHR,Wealthbridge Acquisition Ltd.,,,0.983,0.983,0.983,0,,,,,7331214,0,0,0,NASDAQ,,0,,Finance
HJLI,"Hancock Jaffe Laboratories, Inc.",0.354,0.35,0.3601,0.344,0.35,153979,0.3552,-0.0052,-0.01464,313674,7356615,2.1,0.2111,-0.39894,NASDAQ,204531,0,-0.72,Health Technology
BIOC,"Biocept, Inc.",0.328,0.321,0.338,0.3155,0.321,2342948,0.329,-0.008,-0.02432,9029031,7388842,2.29,0.2275,-0.107177,NASDAQ,2645531,0,-0.12,Health Technology
XTLB,XTL Biopharmaceuticals Ltd.,1.43,1.45,1.45,1.23,1.45,2861,1.31,0.14,0.10687,2613,7455987,2.33,0.62,0.16527,NASDAQ,11493,0,-31.39,Health Technology
HIHO,Highway Holdings Ltd.,2,1.97,1.98,1.85,1.97,826,2.02,-0.05,-0.02475,870,7489940,2.97,1.55,0.19125,NASDAQ,1519,0,-98.99,Producer Manufacturing
MYSZ,"My Size, Inc.",1.1,1.05,1.1,0.9884,1.05,766373,1.11,-0.06,-0.05405,1155739,7503468,11.92,0.68,-0.73775,NASDAQ,1634081,0,-0.05,Technology Services
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2.35,2.31,2.35,2.241,2.31,10187,2.25,0.06,0.02667,28818,7544090,7.37,1.56,-0.14533,NASDAQ,10029,0,4.72,Process Industries
HHT,Huitao Technology Co. Ltd.,0.438,0.42,0.438,0.3911,0.42,851667,0.431,-0.011,-0.02552,1228128,7547610,4.45,0.3577,-0.73582,NASDAQ,1386797,0,-0.14,Non-Energy Minerals
PTIE,"Pain Therapeutics, Inc.",,,12600,10700,1.15,,,,,0,7584835,12600,0,0,NASDAQ,,,,Health Technology
MCMJW,Merida Merger Corp. I,0.47,0.47,0.6,0.47,0.47,200,,,,,7694793,0,0,0,NASDAQ,,0,,Finance
ISIG,"Insignia Systems, Inc.",0.6874,0.64,0.6899,0.63,0.64,23483,0.6601,-0.0201,-0.03045,57009,7748288,1.15,0.595,-0.12905,NASDAQ,27147,0,-1.61,Commercial Services
ARCI,"Appliance Recycling Centers of America, Inc. (Minnesota)",,,,,4.59,0,4.27,0.32,0.07494,858173,7780050,9.56,1.78,0.936318,NASDAQ,78534,0,-1.24,Industrial Services
ANCN,Anchiano Therapeutics Ltd.,1.14,1.05,1.14,1.05,1.05,34528,1.14,-0.09,-0.07895,52477,7790864,5.25,0.51,-0.35485,NASDAQ,21379,0,-0.22,Health Technology
SPEX,"Spherix, Inc.",,,,,1.63,0,1.63,0,0,7617176,7865645,5.52,0.65,0.164286,NASDAQ,4997123,0,,Health Technology
SGLB,"Sigma Labs, Inc.",2.57,2.56,2.61,2.44,2.56,318169,2.53,0.03,0.01186,711045,7900544,17,1.97,-0.73214,NASDAQ,971815,0,-0.49,Technology Services
LLIT,Lianluo Smart Ltd.,0.4645,0.45,0.4673,0.4362,0.45,1390348,0.4595,-0.0095,-0.02067,1208885,7958475,3.38,0.32,0.26503,NASDAQ,2202684,0,-1.8,Health Technology
PIXY,"ShiftPixy, Inc.",5.3,5.24,5.3,5.07,5.24,655885,5.23,0.01,0.00191,2445573,7967734,30.44,3.21,-0.41389,NASDAQ,1132661,0,-0.28,Commercial Services
EDRY,Eurodry Ltd.,3.5,3.5,3.61,3.5,3.5,4988,3.6,-0.1,-0.02778,1645,8066205,8.69,3.43,-0.57148,NASDAQ,2500,0,-1.58,Transportation
OBLN,"Obalon Therapeutics, Inc.",0.9,1.05,1.08,0.85,1.05,1446188,0.94,0.11,0.11702,786240,8118212,19.2,0.62,-0.33608,NASDAQ,12620549,0,-0.14,Health Technology
SCON,"Superconductor Technologies, Inc.",0.35,0.35,0.367,0.335,0.35,4210463,0.3492,0.0008,0.00229,5813732,8149400,1.07,0.122,0.75669,NASDAQ,3575931,0,-0.3,Electronic Technology
LFACW,LF Capital Acquisition Corp.,0.42,0.42,0.42,0.42,0.42,10000,,,,,8150625,0.65,0.25,0,NASDAQ,,0,,Finance
USEG,US Energy Corp.,5.92,5.85,5.93,5.51,5.85,38520,5.93,-0.08,-0.01349,81059,8188537,6.95,1.38,0.83191,NASDAQ,146810,0,-6.27,Energy Minerals
WISA,"Summit Wireless Technologies, Inc.",2.52,2.41,2.54,2.29,2.41,463057,2.63,-0.22,-0.08365,476143,8191229,28.4,2.2,-0.88925,NASDAQ,1168212,0,-3.76,Electronic Technology
BOSC,BOS Better Online Solutions Ltd.,2,1.93,2.1,1.91,1.93,65082,1.99,-0.06,-0.03015,113115,8217535,3.16,1.02,-0.07475,NASDAQ,28882,0,-8.11,Electronic Technology
BNGOW,"BioNano Genomics, Inc.",0.095,0.1199,0.1199,0.095,0.1199,18102,,,,,8242657,7.15,1,0,NASDAQ,,0,,Health Technology
ENT,"Global Eagle Entertainment, Inc.",2.2,2.21,2.26,2.17,2.21,53974,2.16,0.05,0.02315,148274,8275654,24,1.52,-0.80005,NASDAQ,80924,0,-0.05,Communications
AETI,"American Electric Technologies, Inc.",0.8501,0.8901,0.95,0.8001,0.8901,99620,0.871,0.0191,0.02193,703823,8358929,1.84,0.3971,0.079056,NASDAQ,97608,0,-1.59,Electronic Technology
SNCA,"Seneca Biopharma, Inc.",0.91,0.89,0.92,0.845,0.89,2638348,0.9284,-0.0384,-0.04136,5579743,8390929,9.89,0.5,-0.12576,NASDAQ,3598213,0,-0.25,Health Technology
ANTE,"AirNet Technology, Inc.",0.6833,0.67,0.7,0.659,0.67,25720,0.7,-0.03,-0.04286,50357,8419540,1.89,0.63,-0.37946,NASDAQ,63694,0,-0.11,Commercial Services
CETX,"Cemtrex, Inc.",0.839,0.86,0.8789,0.8026,0.86,592803,0.84,0.02,0.02381,896761,8434373,5.39,0.6,-0.29899,NASDAQ,474677,0,-0.09,Electronic Technology
PPSI,"Pioneer Power Solutions, Inc.",0.96,0.97,1,0.9601,0.97,10401,1.01,-0.04,-0.0396,22086,8464269,6.76,0.9001,-0.6179,NASDAQ,46860,0,-0.36,Producer Manufacturing
SUNW,"Sunworks, Inc.",0.54,0.51,0.55,0.461,0.51,672249,0.5144,-0.0044,-0.00855,609899,8480790,7.91,0.29,-0.60375,NASDAQ,1418720,0,-0.34,Producer Manufacturing
KOSS,Koss Corp.,1.16,1.15,1.17,1.14,1.15,4385,1.15,0,0,123254,8515750,2.9,0.8,-0.2333,NASDAQ,3675,0,-14.94,Consumer Durables
MDRR,"Medalist Diversified REIT, Inc.",1.72,1.76,1.862,1.57,1.76,11241,1.75,0.01,0.00571,14839,8576427,5.3,1.28,-0.52369,NASDAQ,16547,0,-1.81,Finance
ARTW,"Art's-Way Manufacturing Co., Inc.",1.97,1.96,1.97,1.937,1.96,11658,2.02,-0.06,-0.0297,27958,8673000,3.58,1.75,0.0413,NASDAQ,17110,0,-6.75,Producer Manufacturing
SES,"Synthesis Energy Systems, Inc.",5.74,5.52,5.9,5.5,5.52,39008,5.84,-0.32,-0.05479,731910,8702280,26.1,1.5,-0.570579,NASDAQ,31016,39008,-0.73,Process Industries
ATHE,Alterity Therapeutics Ltd.,0.619,0.59,0.619,0.58,0.59,185405,0.62,-0.03,-0.04839,639115,8844228,1.5,0.28,-0.32889,NASDAQ,309932,0,-1.3,Health Technology
SSNT,"SilverSun Technologies, Inc.",1.89,1.98,2.02,1.85,1.98,3900,1.9,0.08,0.04211,4149,8911980,8.25,1.62,-0.51199,NASDAQ,3642,0,-2.28,Technology Services
VERBW,"Verb Technology Co., Inc.",0.3,0.3,0.3,0.2819,0.3,33702,,,,,8968380,0,0,0,NASDAQ,,0,,Commercial Services
HUSN,"Hudson Capital, Inc.",0.4063,0.41,0.429,0.4,0.41,44432,0.4043,0.0057,0.0141,197830,9066822,2.45,0.32,-0.6263,NASDAQ,74570,0,-0.14,Finance
RCON,Recon Technology Ltd.,2.03,1.98,2.04,1.89,1.98,164802,2.01,-0.03,-0.01493,145851,9131760,5.55,1.11,-0.35273,NASDAQ,448891,0,-2.71,Distribution Services
IDSA,"Recycling Asset Holdings, Inc.",,,,,1.125,0,1.4,-0.275,-0.19643,12554,9181125,1.125,0,-0.19643,NASDAQ,7342,0,-2.32,Industrial Services
REXN,"Rexahn Pharmaceuticals, Inc.",2.39,2.3,2.449,2.25,2.3,12565,2.41,-0.11,-0.04564,31214,9244022,2.68,1.71,0.17776,NASDAQ,18099,0,-1.34,Health Technology
NSYS,"Nortech Systems, Inc.",3.78,3.48,3.7,3.478,3.48,1291,3.55,-0.07,-0.01972,3820,9248204,7.46,2.52,-0.34402,NASDAQ,1680,0,-12.88,Electronic Technology
VTL,"Vital Therapies, Inc.",,,2430,2000,0.22,,,,,0,9321150,2430,0,0,NASDAQ,,,,Health Technology
TWMC,Trans World Entertainment Corp.,5.13,5.14,5.31,4.902,5.14,23890,4.98,0.16,0.03213,18902,9349660,9.72,1.68,1.57673,NASDAQ,14350,0,-0.01,Retail Trade
SSPKW,Silver Spike Acquisition Corp.,0.28,0.3,0.3284,0.28,0.3,149308,,,,,9375000,0,0,0,NASDAQ,,0,,Finance
MUDSW,Mudrick Capital Acquisition Corp.,0.8,0.78,0.8,0.77,0.78,2826194,,,,,9445246,1.5,0.4,0,NASDAQ,,0,,Finance
CTRC,"Centric Brands, Inc.",0.21,0.16,0.294,0.16,0.16,9091257,0.241,-0.081,-0.3361,1591888,9449120,4.47,0.16,-1.2634,NASDAQ,6279753,0,-0.02,Consumer Non-Durables
RCON,Recon Technology Ltd.,2.05,2.05,2.09,2.02,2.05,27882,2.1,-0.05,-0.02381,98435,9454600,5.4,2.02,-0.33821,NASDAQ,4811,27882,-2.22,Industrial Services
NNDM,Nano Dimension Ltd.,1.45,1.33,1.45,1.31,1.33,112959,1.4,-0.07,-0.05,75505,9459625,9.09,1.33,-0.5177,NASDAQ,75847,0,-0.28,Process Industries
MFH,"Mercurity Fintech Holding, Inc.",1.64,1.62,1.9,1.5,1.62,154912,1.71,-0.09,-0.05263,96764,9489913,3.4,1,-0.06483,NASDAQ,15923,0,-0.11,Technology Services
DYNT,Dynatronics Corp.,0.6891,0.69,0.69,0.66,0.69,351224,0.6845,0.0055,0.00804,1304686,9524691,3.7,0.6302,-0.18016,NASDAQ,303169,0,-2.88,Health Technology
SNOA,"Sonoma Pharmaceuticals, Inc.",5.5,5.39,5.6,5.26,5.39,50615,5.39,0,0,9374,9580617,8.7,3.33,0.1717,NASDAQ,4988,0,-1.52,Health Technology
OPGN,"OpGen, Inc.",1.8,1.72,1.83,1.7,1.72,698049,1.91,-0.19,-0.09948,1582587,9601504,31.8,0.92,0.387766,NASDAQ,1060222,0,-0.07,Health Technology
CLDC,China Lending Corp.,0.4,0.38,0.4198,0.3621,0.38,175831,0.4071,-0.0271,-0.06657,81427,9609440,2.76,0.3621,-0.671066,NASDAQ,35291,0,-0.08,Finance
VIVE,"Viveve Medical, Inc.",0.6632,0.64,0.665,0.6205,0.64,681319,0.659,-0.019,-0.02883,1520926,9658624,63,0.5266,-0.49553,NASDAQ,1286208,0,-0.02,Health Technology
NETE,"Net Element, Inc.",2.33,2.31,2.402,2.11,2.31,38326,2.31,0,0,191160,9691998,6.4,1.47,-0.2781,NASDAQ,53054,0,-1.43,Technology Services
IMRN,Immuron Ltd.,2,2.2,2.23,1.99,2.2,8085,2,0.2,0.1,36734,9722955,7.25,1.55,-0.282,NASDAQ,11852,0,-2.72,Health Technology
SINT,"SINTX Technologies, Inc.",0.665,0.83,0.88,0.6421,0.83,12766850,0.6643,0.1657,0.24944,1757495,9786613,6.9,0.28,-0.18976,NASDAQ,469024,0,-0.14,Health Technology
MOXC,"Moxian, Inc.",0.7,0.61,0.7,0.5913,0.61,46344,0.6533,-0.0433,-0.06628,27191,9876815,3.49,0.5,-0.77578,NASDAQ,25611,0,21.11,Technology Services
YVR,Liquid Media Group Ltd.,1.58,1.46,1.59,1.45,1.46,172578,1.59,-0.13,-0.08176,195553,9906348,3.69,1.1,-0.36256,NASDAQ,125179,0,-1.17,Technology Services
IPDN,"Professional Diversity Network, Inc.",,,0.91,0.91,0.91,0,0.91,0,0,0,9942569,3.16,0.78,0,NASDAQ,,0,-1.63,Technology Services
JMU,JMU Ltd.,,,,,0.85,0,0.85,0,0,39371,9958552,3.73,0.6625,0.020898,NASDAQ,26751,0,-0.06,Technology Services
CGIX,"Cancer Genetics, Inc.",4.86,4.75,5.005,4.56,4.75,56092,4.84,-0.09,-0.0186,80984,9974003,9.89,2,-0.159649,NASDAQ,163634,56092,-0.39,Health Services
APOP,Cellect Biotechnology Ltd.,2.94,2.96,2.99,2.88,2.96,129982,2.99,-0.03,-0.01003,2165525,9990980,6.89,0.4,0.30557,NASDAQ,417164,0,-1.73,Health Technology
PRPO,"Precipio, Inc.",0.9011,0.9,0.91,0.8231,0.9,546553,0.901,-0.001,-0.00111,974545,10021050,6.53,0.55,-0.56631,NASDAQ,513580,0,-0.34,Health Technology
MDGS,Medigus Ltd.,2.55,2.37,2.56,2.31,2.37,343055,2.52,-0.15,-0.05952,4259976,10113880,5.15,0.83,0.14968,NASDAQ,856625,0,-0.65,Health Technology
AVGR,"Avinger, Inc.",0.3318,0.33,0.332,0.312,0.33,1094883,0.3375,-0.0075,-0.02222,3268720,10341012,5.7,0.2411,-0.74012,NASDAQ,1651839,0,-0.13,Health Technology
SMIT,"Schmitt Industries, Inc.",2.73,2.74,2.77,2.72,2.74,8360,2.74,0,0,4166,10351336,4.15,1.87,-0.2865,NASDAQ,2448,0,-15.8,Producer Manufacturing
PHUNW,"Phunware, Inc.",0.2,0.253,0.26,0.19,0.253,45712,,,,,10360401,0.99,0.1,0,NASDAQ,,0,,Technology Services
JRJC,"China Finance Online Co., Ltd.",4.69,4.77,5.05,4.69,4.77,4089,4.63,0.14,0.03024,14947,10503349,11,3.65,-0.40926,NASDAQ,19019,0,-8.99,Technology Services
EVK,"Ever-Glory International Group, Inc.",0.693,0.71,0.71,0.67,0.71,4107,0.66,0.05,0.07576,15798,10511550,3.5,0.6068,-0.45714,NASDAQ,1915,0,-11.54,Consumer Non-Durables
AIHS,Senmiao Technology Ltd.,0.4099,0.37,0.4099,0.365,0.37,128607,0.3901,-0.0201,-0.05153,121641,10670800,5.5,0.26,-0.52293,NASDAQ,199765,0,-1.49,Finance
MYOS,"MYOS RENS Technology, Inc.",0.98,0.97,1.01,0.96,0.97,428920,0.9512,0.0188,0.01976,844292,10699197,1.8,0.7412,-0.18514,NASDAQ,352167,0,-2.17,Health Technology
PHIO,Phio Pharmaceuticals Corp.,2.42,2.35,2.457,2.21,2.35,169018,2.39,-0.04,-0.01674,408861,10765186,26.79,1.6,-0.77814,NASDAQ,1015228,0,-0.38,Health Technology
LYL,Dragon Victory International Ltd.,1.02,0.95,1.02,0.92,0.95,392,0.95,0,0,2392,10849950,1.8,0.7799,-0.2803,NASDAQ,2091,0,-5.76,Finance
MRIN,"Marin Software, Inc.",1.55,1.58,1.6,1.484,1.58,35997,1.54,0.04,0.02597,63967,10854600,3.35,0.77,0.13087,NASDAQ,7438,0,-0.88,Technology Services
BBI,"Brickell Biotech, Inc.",1.13,1.13,1.17,1.1,1.13,201800,1.13,0,0,132473,10932083,8.4,0.9902,-0.2517,NASDAQ,68527,0,-0.27,Health Technology
WAFU,Wah Fu Education Group Ltd.,2.5,2.5,2.719,2.18,2.5,58126,2.41,0.09,0.03734,26948,10952500,6.24,1.17,0.68204,NASDAQ,377868,0,-4.62,Commercial Services
FLKS,"Flex Pharma, Inc.",0.625,0.6068,0.63,0.55,0.6068,1669797,0.6054,0.0014,0.00231,1948387,10964269,1.49,0.26,0.910486,NASDAQ,1219948,0,-1.33,Health Technology
MTP,Midatech Pharma Plc,1.4,1.4,1.43,1.37,1.4,153007,1.4,0,0,271942,10990728,13.6,0.86,-0.6627,NASDAQ,278251,0,-0.73,Health Technology
KGJI,"Kingold Jewelry, Inc.",1.01,0.98,1.02,0.9501,0.98,101876,1.01,-0.03,-0.0297,59036,11023040,4.92,0.8416,-0.3974,NASDAQ,38279,0,2.42,Consumer Durables
BNSO,"Bonso Electronics International, Inc.",2.31,2.39,2.6,2.122,2.39,7105,2.48,-0.09,-0.03629,8252,11068090,2.8,1.72,0.09111,NASDAQ,4932,0,-11.58,Consumer Durables
LSACW,LifeSci Acquisition Corp.,1.74,1.48,2.75,1.12,1.48,16511,,,,,11100000,0,0,0,NASDAQ,,0,,Finance
ELSE,"Electro-Sensors, Inc.",3.25,3.27,3.44,3.25,3.27,3941,3.28,-0.01,-0.00305,1417,11103354,4.01,2.61,-0.11925,NASDAQ,17095,0,87.43,Producer Manufacturing
YVR,Liquid Media Group Ltd.,,,,,2.78,111834,2.75,0.03,0.01091,54681,11112216,4.8,1.1,0.40091,NASDAQ,208208,0,-1.8,Consumer Non-Durables
GHIVW,"Gores Holdings IV, Inc.",,,1.05,1.05,1.05,0,,,,,11156250,0,0,0,NASDAQ,,0,,Finance
SNGXW,"Soligenix, Inc.",0.42,0.42,0.42,0.4199,0.42,200,,,,,11162214,1.08,0.13,0,NASDAQ,,0,,Health Technology
LEDS,SemiLEDs Corp.,3.09,2.96,3.149,2.76,2.96,252621,3.24,-0.28,-0.08642,455050,11168080,4.1,1.03,0.40848,NASDAQ,1295955,0,-6.21,Electronic Technology
BNTC,"Benitec Biopharma, Inc.",7.01,6.97,7.04,6.53,6.97,12096,7,-0.03,-0.00429,114113,11196852,26.85,4.14,-0.13629,NASDAQ,15022,0,-1.41,Health Technology
FORD,"Forward Industries, Inc.",1.16,1.18,1.22,1.15,1.18,39356,1.17,0.01,0.00855,36279,11250120,1.35,0.782,0.18855,NASDAQ,97537,0,-3.56,Consumer Durables
TCON,"TRACON Pharmaceuticals, Inc.",2.15,2.05,2.15,1.98,2.05,375856,2.08,-0.03,-0.01442,203220,11275799,8.9,0.95,-0.14212,NASDAQ,796598,0,-0.35,Health Technology
FRAN,Francesca's Holdings Corp.,2.85,3.69,3.9,2.85,3.69,1621233,2.79,0.9,0.32258,438204,11276640,21.95,1.7,-0.32662,NASDAQ,638086,0,-0.43,Retail Trade
CETXP,"Cemtrex, Inc.",,,1.3,1.15,1.15,0,1.15,0,0,1181,11278522,2.33,0.14,0.6912,NASDAQ,1845,0,,Electronic Technology
NFINW,Netfin Acquisition Corp.,0.36,0.35,0.36,0.35,0.35,9547,,,,,11307100,0,0,0,NASDAQ,,0,,Finance
ESTR,"Estre Ambiental, Inc.",,,,,0.2493,0,0.24,0.0093,0.03875,884576,11377304,4.1,0.16,-0.26875,NASDAQ,61651,0,-0.08,Industrial Services
NXTD,"Nxt-ID, Inc.",0.38,0.3811,0.389,0.38,0.3811,60873,0.3801,0.001,0.00263,153876,11383838,1.34,0.2529,-0.159972,NASDAQ,94171,60873,-1.08,Technology Services
TYHT,"Shineco, Inc.",0.4,0.42,0.435,0.4,0.42,122420,0.4243,-0.0043,-0.01013,143912,11479860,1.07,0.35,-0.32723,NASDAQ,129948,0,-2.25,Process Industries
SXTC,"China Sxt Pharmaceuticals, Inc.",0.4139,0.42,0.43,0.4025,0.42,2841577,0.4139,0.0061,0.01474,3209119,11645802,5,0.3401,-0.47306,NASDAQ,2917023,0,,Health Technology
YTEN,"Yield10 Bioscience, Inc.",5.69,5.92,6.207,5.64,5.92,81836,5.75,0.17,0.02957,1313788,11664176,51.2,3.5,-0.11983,NASDAQ,69054,0,-0.41,Process Industries
DMPI,"DelMar Pharmaceuticals, Inc.",0.949,1.03,1.15,0.8535,1.03,2180435,0.945,0.085,0.08995,442308,11772076,5.75,0.38,0.58295,NASDAQ,727318,0,-0.72,Distribution Services
ICON,"Iconix Brand Group, Inc.",1,1,1.05,1,1,70672,1,0,0,214724,11859300,2.75,0.5072,-0.2537,NASDAQ,225510,0,-0.08,Consumer Non-Durables
AEMD,"Aethlon Medical, Inc.",1.36,1.27,1.36,1.22,1.27,211621,1.31,-0.04,-0.03053,245477,11893550,9,0.764,0.27877,NASDAQ,235833,0,-0.28,Health Technology
SUMR,"Summer Infant, Inc.",4.99,5.67,6.11,4.91,5.67,101281,4.82,0.85,0.17635,37535,11971808,11.16,1.45,1.50965,NASDAQ,29328,0,-3,Distribution Services
DXYN,"The Dixie Group, Inc.",0.8,0.8,0.81,0.78,0.8,141006,0.8,0,0,41073,11986400,2.09,0.3445,-0.2857,NASDAQ,64140,0,0.67,Consumer Durables
EVOL,"Evolving Systems, Inc.",0.98,0.99,0.99,0.93,0.99,8031,0.9924,-0.0024,-0.00242,23095,12072555,1.31,0.561,0.11608,NASDAQ,8593,0,-1.4,Technology Services
TENX,"Tenax Therapeutics, Inc.",1.34,1.32,1.35,1.25,1.32,152221,1.27,0.05,0.03937,336449,12168499,1.68,0.25,-0.03103,NASDAQ,565763,0,-0.94,Health Technology
EDGE,"Edge Therapeutics, Inc.",,,4090,3801,0.397,,,,,0,12255074,4090,0,0,NASDAQ,,,,Health Technology
OTLKW,"Outlook Therapeutics, Inc.",0.14,0.135,0.2,0.132,0.135,51165,,,,,12335976,0.29,0.01,0,NASDAQ,,0,,Health Technology
TKKSR,Glory Star New Media Group Holdings Ltd.,,,0.3947,0.3947,0.3947,0,,,,,12413315,0.53,0.21,0,NASDAQ,,0,,Finance
NXTD,"Nxt-ID, Inc.",0.41,0.41,0.4148,0.39,0.41,479324,0.408,0.002,0.0049,2177343,12434480,0.96,0.213,-0.1038,NASDAQ,387354,0,-2.85,Commercial Services
KOOL,"Cesca Therapeutics, Inc.",4.92,5.14,5.16,5.16,5.16,1039,5.14,0.02,0.00389,138697,12466560,7,2.1,0.900569,NASDAQ,84210,1039,-0.9,Health Technology
NAOV,"NanoVibronix, Inc.",2.2,2.07,2.11,2.03,2.07,1470,2.05,0.02,0.00976,8340,12480162,4.2,1.42,-0.29794,NASDAQ,745,0,-2.56,Health Technology
TUES,Tuesday Morning Corp.,0.2,0.26,0.319,0.2,0.26,47234991,0.2453,0.0147,0.05993,5400389,12486240,1.92,0.2,-0.79797,NASDAQ,9744025,0,-0.6,Retail Trade
LIVE,"Live Ventures, Inc.",6.76,6.75,6.78,6.665,6.75,4452,6.65,0.1,0.01504,5522,12504915,8.97,5.65,-0.072798,NASDAQ,5568,4452,3.67,Technology Services
SQBG,"Sequential Brands Group, Inc.",0.1893,0.19,0.2154,0.178,0.19,16713543,0.192,-0.002,-0.01042,2332176,12522121,0.7503,0.1028,-0.45572,NASDAQ,3929928,0,-0.11,Consumer Non-Durables
NDRA,"ENDRA Life Sciences, Inc.",0.872,0.87,0.89,0.81,0.87,171629,0.8403,0.0297,0.03534,281779,12619176,2.25,0.599,-0.47036,NASDAQ,435302,0,-0.39,Health Technology
CYAN,Cyanotech Corp.,2.17,2.15,2.2,2.1,2.15,2027,2.14,0.01,0.00467,4400,12747350,3.35,1.82,-0.09193,NASDAQ,7869,0,-10.43,Health Technology
MICT,"MICT, Inc.",1.2,1.15,1.2,1.13,1.15,28294,1.15,0,0,33911,12753500,1.25,0.38,0.2234,NASDAQ,20952,0,-2.92,Electronic Technology
WWR,"Westwater Resources, Inc.",2.38,2.3,2.384,2.178,2.3,138442,2.28,0.02,0.00877,179285,12806607,9.25,0.25,0.09367,NASDAQ,495255,0,-0.52,Non-Energy Minerals
PETZ,"TDH Holdings, Inc.",1.03,1.03,1.03,0.92,1.03,2064,1.03,0,0,16486,12892510,2.38,0.475,-0.1953,NASDAQ,126548,0,-0.93,Consumer Non-Durables
GNMX,"Aevi Genomic Medicine, Inc.",,,,,0.1659,0,0.185,-0.0191,-0.10324,2547379,12892703,0.347,0.11,-0.10324,NASDAQ,1062329,0,-0.56,Health Technology
NPAWW,New Providence Acquisition Corp.,,,0.45,0.45,0.45,0,,,,,12937500,0,0,0,NASDAQ,,0,,Finance
WHLR,"Wheeler Real Estate Investment Trust, Inc.",1.4,1.34,1.43,1.3,1.34,73612,1.38,-0.04,-0.02899,45123,12989960,2.43,0.64,-0.23139,NASDAQ,94921,0,-0.52,Finance
AUTO,"AutoWeb, Inc.",0.9369,0.99,1.05,0.931,0.99,319169,0.923,0.067,0.07259,246994,13015332,4,0.5,-0.52661,NASDAQ,192319,0,-0.93,Commercial Services
CTXRW,"Citius Pharmaceuticals, Inc.",,,0.2884,0.2884,0.2884,0,,,,,13031902,1.2,0.02,0,NASDAQ,,0,,Health Technology
WSTL,"Westell Technologies, Inc.",0.805,0.83,0.83,0.805,0.83,21312,0.8157,0.0143,0.01753,36515,13037048,2.18,0.6022,-0.08907,NASDAQ,28034,0,-0.84,Electronic Technology
CIFS,"China Internet Nationwide Financial Services, Inc.",,,0.5986,0.55,0.5899,0,0.5899,0,0,263213,13045049,2.66,0.32,-0.458807,NASDAQ,127644,0,-0.2,Finance
LIVE,"Live Ventures, Inc.",8.38,7.76,8.44,7.76,7.76,3827,8.35,-0.59,-0.07066,5977,13076376,8.97,3.49,0.00564,NASDAQ,8492,0,-4.53,Retail Trade
